,0,1
1035,3.5,101.0
1036,5.0,32.0
1037,4.0,347.0
1038,4.5,41.0
1039,4.0,248.0
1040,4.5,351.0
1041,4.5,42.0
1042,4.5,232.0
1043,4.0,8.0
1044,3.5,59.0
1045,3.5,30.0
1046,4.5,43.0
1047,4.0,40.0
1048,5.0,36.0
1049,3.5,28.0
1050,3.5,21.0
1051,4.0,43.0
1052,4.0,28.0
1053,4.5,371.0
1054,3.5,39.0
1055,5.0,87.0
1056,4.5,49.0
1057,4.0,15.0
1058,4.5,361.0
1059,4.0,220.0
1060,3.5,78.0
1061,4.5,56.0
1062,3.5,46.0
1063,4.5,90.0
1064,4.0,51.0
1065,4.0,19.0
1066,3.0,14.0
1067,3.5,40.0
1068,4.0,23.0
1069,4.5,12.0
1070,5.0,51.0
1071,4.5,24.0
1072,4.0,11.0
1073,3.5,110.0
1074,4.0,133.0
1075,4.0,77.0
1076,3.5,99.0
1077,4.0,16.0
1078,4.0,105.0
1079,4.5,22.0
1080,4.0,76.0
1081,3.5,15.0
1082,4.0,36.0
1083,4.5,233.0
1084,4.0,66.0
1085,3.5,97.0
1086,3.5,1152.0
1087,4.0,750.0
1088,3.5,480.0
1089,3.5,346.0
1090,3.5,98.0
1091,3.5,173.0
1092,4.0,572.0
1093,4.0,37.0
1094,4.0,65.0
1095,4.5,331.0
1096,4.0,309.0
1097,4.0,166.0
1098,4.0,66.0
1099,3.5,238.0
1100,4.0,79.0
1101,4.5,134.0
1102,4.0,93.0
1103,4.5,69.0
1104,4.5,62.0
1105,4.0,183.0
1106,3.0,20.0
1107,4.5,22.0
1108,3.5,157.0
1109,4.0,379.0
1110,3.5,370.0
1111,4.5,10.0
1112,3.5,45.0
1113,4.5,142.0
1114,4.5,135.0
1115,4.0,13.0
1116,4.5,48.0
1117,4.0,29.0
1118,4.0,398.0
1119,4.0,126.0
1120,3.5,33.0
1121,4.5,43.0
1122,5.0,24.0
1123,4.0,524.0
1124,4.0,324.0
1125,4.0,433.0
1126,4.5,63.0
1127,4.5,29.0
1128,4.0,163.0
1129,4.0,390.0
1130,5.0,47.0
1131,4.5,108.0
1132,4.0,425.0
1133,4.5,456.0
1134,4.5,228.0
1135,4.5,306.0
1136,3.0,126.0
1137,4.0,203.0
1138,4.0,130.0
1139,3.5,39.0
1140,4.0,23.0
1141,5.0,77.0
1142,4.5,108.0
1143,4.5,491.0
1144,4.0,216.0
1145,4.0,170.0
1146,4.0,265.0
1147,3.5,68.0
1148,4.5,396.0
1149,4.0,290.0
1150,3.5,303.0
1151,3.5,13.0
1152,4.5,52.0
1153,3.5,84.0
1154,4.5,510.0
1155,4.0,87.0
1156,4.5,80.0
1157,4.5,248.0
1158,4.0,69.0
1159,4.0,54.0
1160,3.5,319.0
1161,4.0,1289.0
1162,3.5,273.0
1163,4.0,524.0
1164,3.0,224.0
1165,3.5,426.0
1166,4.0,325.0
1167,3.5,223.0
1168,3.0,192.0
1169,4.0,249.0
1170,4.0,357.0
1171,4.0,475.0
1172,3.0,139.0
1173,4.0,127.0
1174,3.5,150.0
1175,4.5,126.0
1176,4.5,23.0
1177,4.5,251.0
1178,4.0,178.0
1179,4.5,84.0
1180,3.0,37.0
1181,4.0,116.0
1182,4.5,30.0
1183,4.0,250.0
1184,4.5,22.0
1185,4.5,331.0
1186,3.5,62.0
1187,3.5,75.0
1188,4.0,552.0
1189,4.0,38.0
1190,5.0,61.0
1191,3.5,20.0
1192,3.5,73.0
1193,4.0,1427.0
1194,3.5,62.0
1195,3.5,567.0
1196,4.5,1203.0
1197,4.0,354.0
1198,4.0,52.0
1199,2.5,26.0
1200,4.5,70.0
1201,4.0,863.0
1202,4.5,509.0
1203,4.0,37.0
1204,4.0,909.0
1205,4.0,682.0
1206,3.0,59.0
1207,4.0,120.0
1208,4.0,594.0
1209,4.0,406.0
1210,4.0,128.0
1211,4.0,494.0
1212,4.0,49.0
1213,4.0,102.0
1214,4.0,89.0
1215,3.5,32.0
1216,4.0,108.0
1217,2.0,21.0
1218,3.5,119.0
1219,4.0,22.0
1220,4.5,95.0
1221,3.0,55.0
1222,4.0,54.0
1223,3.5,54.0
1224,3.5,29.0
1225,4.0,320.0
1226,3.0,64.0
1227,3.5,133.0
1228,3.5,447.0
1229,4.0,43.0
1230,3.5,78.0
1231,4.0,28.0
1232,4.5,30.0
1233,3.5,20.0
1234,4.5,52.0
1235,4.0,239.0
1236,3.5,292.0
1237,4.0,88.0
1238,4.5,26.0
1239,4.5,158.0
1240,4.5,17.0
1241,4.5,211.0
1242,4.0,136.0
1243,4.5,164.0
1244,4.0,137.0
1245,4.5,15.0
1246,4.0,77.0
1247,2.5,25.0
1248,3.0,46.0
1249,3.5,240.0
1250,4.5,75.0
1251,4.5,39.0
1252,3.5,81.0
1253,4.0,314.0
1254,4.0,131.0
1255,4.5,454.0
1256,4.5,632.0
1257,3.5,229.0
1258,3.5,210.0
1259,4.5,173.0
1260,4.0,607.0
1261,4.5,69.0
1262,4.5,275.0
1263,3.0,83.0
1264,3.0,63.0
1265,4.0,56.0
1266,4.0,25.0
1267,4.0,22.0
1268,4.5,297.0
1269,2.5,39.0
1270,4.5,62.0
1271,4.5,181.0
1272,2.5,31.0
1273,4.0,47.0
1274,5.0,176.0
1275,4.0,26.0
1276,4.0,394.0
1277,4.0,503.0
1278,4.0,31.0
1279,4.5,43.0
1280,4.5,143.0
1281,4.5,119.0
1282,4.0,49.0
1283,4.5,149.0
1284,4.5,26.0
1285,4.5,60.0
1286,4.0,40.0
1287,4.5,457.0
1288,3.5,53.0
1289,4.5,57.0
1290,3.5,42.0
1291,4.0,189.0
1292,4.5,21.0
1293,4.5,48.0
1294,4.5,31.0
1295,5.0,29.0
1296,4.0,37.0
1297,4.0,23.0
1298,4.0,55.0
1299,3.5,88.0
1300,4.0,48.0
1301,4.0,7.0
1302,4.5,21.0
1303,4.5,115.0
1304,3.5,33.0
1305,4.5,116.0
1306,4.0,594.0
1307,4.5,51.0
1308,5.0,9.0
1309,4.0,534.0
1310,4.5,9.0
1311,4.5,98.0
1312,5.0,31.0
1313,4.0,505.0
1314,4.0,98.0
1315,3.5,101.0
1316,3.0,68.0
1317,3.5,138.0
1318,4.5,13.0
1319,4.0,34.0
1320,4.0,11.0
1321,3.5,109.0
1322,3.5,8.0
1323,4.0,49.0
1324,4.5,70.0
1325,4.5,34.0
1326,4.0,75.0
1327,3.5,203.0
1328,4.0,32.0
1329,4.0,66.0
1330,4.5,247.0
1331,4.0,49.0
1332,4.0,82.0
1333,3.5,39.0
1334,4.0,52.0
1335,2.0,156.0
1336,4.5,390.0
1337,4.0,63.0
1338,4.5,28.0
1339,4.0,24.0
1340,4.5,353.0
1341,2.0,87.0
1342,4.5,325.0
1343,4.0,54.0
1344,4.0,34.0
1345,3.0,13.0
1346,4.0,143.0
1347,4.5,64.0
1348,3.5,49.0
1349,3.5,70.0
1350,4.5,33.0
1351,3.5,24.0
1352,4.0,27.0
1353,4.0,35.0
1354,4.5,23.0
1355,4.5,158.0
1356,3.5,43.0
1357,3.5,42.0
1358,3.5,67.0
1359,4.5,47.0
1360,3.5,147.0
1361,3.0,84.0
1362,4.0,23.0
1363,4.5,47.0
1364,4.0,58.0
1365,4.0,142.0
1366,4.0,24.0
1367,4.5,50.0
1368,4.0,64.0
1369,3.5,113.0
1370,4.5,252.0
1371,4.5,114.0
1372,3.5,31.0
1373,3.5,84.0
1374,4.5,23.0
1375,4.0,101.0
1376,4.0,10.0
1377,4.0,40.0
1378,4.5,608.0
1379,4.0,319.0
1380,4.5,83.0
1381,2.5,144.0
1382,4.0,19.0
1383,4.5,71.0
1384,5.0,76.0
1385,3.5,15.0
1386,4.0,32.0
1387,5.0,61.0
1388,5.0,47.0
1389,3.0,101.0
1390,4.0,113.0
1391,4.5,47.0
1392,3.5,315.0
1393,3.5,84.0
1394,4.0,184.0
1395,4.5,139.0
1396,4.5,603.0
1397,4.0,436.0
1398,4.0,60.0
1399,4.5,70.0
1400,4.5,37.0
1401,4.0,288.0
1402,3.0,80.0
1403,4.0,279.0
1404,4.0,35.0
1405,4.5,48.0
1406,4.5,16.0
1407,4.0,53.0
1408,4.0,11.0
1409,4.5,29.0
1410,4.0,101.0
1411,4.0,59.0
1412,3.0,181.0
1413,4.0,67.0
1414,4.0,28.0
1415,4.5,21.0
1416,5.0,27.0
1417,3.5,14.0
1418,3.5,236.0
1419,4.0,22.0
1420,4.0,43.0
1421,3.5,11.0
1422,4.0,38.0
1423,3.5,14.0
1424,4.5,41.0
1425,4.5,181.0
1426,3.5,13.0
1427,4.5,18.0
1428,3.5,36.0
1429,4.0,75.0
1430,4.5,512.0
1431,3.5,64.0
1432,3.5,36.0
1433,3.5,75.0
1434,5.0,59.0
1435,3.0,20.0
1436,3.5,14.0
1437,4.0,58.0
1438,4.0,439.0
1439,4.0,127.0
1440,4.0,25.0
1441,3.5,439.0
1442,3.0,262.0
1443,4.0,121.0
1444,4.0,248.0
1445,3.5,96.0
1446,4.0,147.0
1447,4.0,45.0
1448,4.0,7.0
1449,3.5,399.0
1450,4.0,179.0
1451,4.0,351.0
1452,4.0,32.0
1453,4.0,175.0
1454,4.0,232.0
1455,4.0,244.0
1456,3.5,138.0
1457,3.5,278.0
1458,3.5,1019.0
1459,4.0,321.0
1460,4.0,106.0
1461,3.5,167.0
1462,4.0,784.0
1463,4.0,430.0
1464,3.5,68.0
1465,3.5,118.0
1466,3.0,102.0
1467,4.5,126.0
1468,4.0,152.0
1469,4.5,135.0
1470,4.0,15.0
1471,4.5,175.0
1472,3.0,203.0
1473,4.0,165.0
1474,3.5,132.0
1475,4.0,21.0
1476,3.5,82.0
1477,4.0,123.0
1478,4.0,47.0
1479,3.0,15.0
1480,4.0,55.0
1481,4.5,26.0
1482,4.0,10.0
1483,4.0,20.0
1484,3.5,81.0
1485,3.5,256.0
1486,3.5,61.0
1487,4.0,345.0
1488,4.0,116.0
1489,3.5,31.0
1490,4.0,22.0
1491,4.5,27.0
1492,3.5,32.0
1493,3.5,40.0
1494,4.0,137.0
1495,3.5,189.0
1496,3.5,48.0
1497,3.5,46.0
1498,4.0,177.0
1499,4.5,59.0
1500,3.5,14.0
1501,4.0,122.0
1502,2.5,39.0
1503,4.5,23.0
1504,4.0,98.0
1505,2.5,25.0
1506,3.5,28.0
1507,4.0,30.0
1508,4.5,96.0
1509,3.5,27.0
1510,3.5,29.0
1511,3.5,59.0
1512,4.0,150.0
1513,4.5,8.0
1514,4.0,39.0
1515,3.5,54.0
1516,3.5,19.0
1517,3.5,45.0
1518,3.5,28.0
1519,4.0,595.0
1520,3.5,101.0
1521,4.0,52.0
1522,4.0,27.0
1523,3.5,42.0
1524,4.0,91.0
1525,3.5,12.0
1526,4.5,142.0
1527,3.5,52.0
1528,3.0,102.0
1529,4.5,362.0
1530,4.0,10.0
1531,3.0,66.0
1532,3.5,183.0
1533,4.0,466.0
1534,4.5,28.0
1535,4.0,39.0
1536,4.0,80.0
1537,4.5,56.0
1538,4.5,24.0
1539,4.0,75.0
1540,4.0,50.0
1541,2.0,41.0
1542,1.5,16.0
1543,4.5,131.0
1544,4.5,15.0
1545,4.0,13.0
1546,4.0,241.0
1547,4.0,107.0
1548,4.5,31.0
1549,4.0,11.0
1550,4.0,59.0
1551,4.0,277.0
1552,4.0,567.0
1553,4.5,168.0
1554,4.0,285.0
1555,4.5,258.0
1556,4.0,15.0
1557,4.0,158.0
1558,2.5,27.0
1559,4.0,85.0
1560,4.0,191.0
1561,4.0,55.0
1562,3.5,38.0
1563,4.0,114.0
1564,4.0,39.0
1565,4.5,303.0
1566,3.5,69.0
1567,4.5,217.0
1568,3.5,28.0
1569,4.0,54.0
1570,4.5,379.0
1571,4.0,63.0
1572,4.5,127.0
1573,4.0,723.0
1574,4.5,370.0
1575,3.5,72.0
1576,4.0,60.0
1577,4.0,143.0
1578,4.5,25.0
1579,4.0,91.0
1580,4.0,85.0
1581,4.0,157.0
1582,4.5,262.0
1583,4.0,41.0
1584,3.5,42.0
1585,4.5,28.0
1586,4.5,183.0
1587,4.0,102.0
1588,4.0,57.0
1589,4.5,11.0
1590,4.5,1042.0
1591,4.5,598.0
1592,4.0,352.0
1593,3.5,84.0
1594,4.0,130.0
1595,3.5,111.0
1596,4.5,203.0
1597,4.0,110.0
1598,4.5,14.0
1599,3.5,93.0
1600,3.5,147.0
1601,3.5,18.0
1602,4.5,305.0
1603,4.0,146.0
1604,4.0,161.0
1605,3.5,42.0
1606,4.0,143.0
1607,4.0,126.0
1608,4.5,53.0
1609,4.0,149.0
1610,4.0,15.0
1611,4.0,198.0
1612,4.0,206.0
1613,4.0,76.0
1614,4.5,254.0
1615,4.5,52.0
1616,4.5,31.0
1617,4.5,18.0
1618,3.5,225.0
1619,4.5,363.0
1620,4.5,318.0
1621,3.5,159.0
1622,4.5,450.0
1623,4.5,81.0
1624,3.5,68.0
1625,4.0,64.0
1626,4.5,29.0
1627,4.0,77.0
1628,4.0,28.0
1629,5.0,45.0
1630,4.5,16.0
1631,3.5,53.0
1632,4.0,36.0
1633,3.5,177.0
1634,4.5,36.0
1635,4.5,283.0
1636,5.0,22.0
1637,4.5,153.0
1638,3.5,32.0
1639,4.0,43.0
1640,4.0,27.0
1641,4.0,38.0
1642,3.5,23.0
1643,3.5,15.0
1644,4.0,26.0
1645,5.0,19.0
1646,4.0,381.0
1647,3.5,48.0
1648,4.0,595.0
1649,4.5,1002.0
1650,4.5,124.0
1651,4.5,293.0
1652,4.0,527.0
1653,4.0,25.0
1654,4.5,271.0
1655,4.5,102.0
1656,4.5,38.0
1657,4.0,22.0
1658,5.0,16.0
1659,4.5,247.0
1660,4.5,36.0
1661,4.5,53.0
1662,4.5,35.0
1663,4.0,14.0
1664,4.0,198.0
1665,4.5,63.0
1666,4.0,46.0
1667,4.0,52.0
1668,4.0,206.0
1669,3.5,125.0
1670,3.5,127.0
1671,4.0,176.0
1672,4.5,70.0
1673,4.5,60.0
1674,4.5,24.0
1675,4.0,23.0
1676,3.0,20.0
1677,4.0,34.0
1678,4.5,79.0
1679,4.0,216.0
1680,4.0,327.0
1681,3.0,10.0
1682,4.5,29.0
1683,4.5,30.0
1684,3.5,194.0
1685,4.0,351.0
1686,4.0,214.0
1687,3.0,136.0
1688,3.0,88.0
1689,4.5,384.0
1690,4.5,243.0
1691,4.0,29.0
1692,4.0,412.0
1693,4.0,248.0
1694,4.5,106.0
1695,4.5,210.0
1696,4.0,452.0
1697,4.0,317.0
1698,4.5,44.0
1699,4.5,131.0
1700,4.5,254.0
1701,4.0,350.0
1702,4.5,98.0
1703,4.0,145.0
1704,4.0,164.0
1705,4.5,111.0
1706,4.5,90.0
1707,4.5,110.0
1708,4.0,516.0
1709,4.5,75.0
1710,4.0,194.0
1711,4.5,14.0
1712,3.5,158.0
1713,4.0,276.0
1714,4.0,111.0
1715,4.5,26.0
1716,3.5,137.0
1717,4.0,35.0
1718,3.5,22.0
1719,4.0,115.0
1720,4.5,26.0
1721,4.0,138.0
1722,5.0,1060.0
1723,3.5,41.0
1724,4.5,152.0
1725,4.5,54.0
1726,4.0,292.0
1727,4.5,44.0
1728,4.5,704.0
1729,4.5,65.0
1730,4.0,127.0
1731,4.5,17.0
1732,4.0,47.0
1733,4.0,14.0
1734,4.0,292.0
1735,4.0,161.0
1736,4.5,281.0
1737,3.5,145.0
1738,4.5,37.0
1739,4.5,55.0
1740,4.5,613.0
1741,4.5,164.0
1742,5.0,180.0
1743,4.0,309.0
1744,4.5,248.0
1745,4.0,96.0
1746,4.0,27.0
1747,4.0,73.0
1748,4.0,85.0
1749,4.5,384.0
1750,4.5,78.0
1751,4.5,119.0
1752,4.0,146.0
1753,4.5,83.0
1754,4.0,97.0
1755,4.0,49.0
1756,4.0,187.0
1757,3.5,84.0
1758,4.0,475.0
1759,4.5,36.0
1760,4.0,337.0
1761,4.0,248.0
1762,3.5,19.0
1763,4.5,303.0
1764,4.0,172.0
1765,4.0,323.0
1766,4.0,123.0
1767,4.5,235.0
1768,4.0,100.0
1769,4.5,174.0
1770,3.5,40.0
1771,4.0,52.0
1772,4.5,358.0
1773,4.0,250.0
1774,4.5,144.0
1775,4.0,43.0
1776,4.5,34.0
1777,3.5,106.0
1778,4.0,379.0
1779,4.0,14.0
1780,4.0,122.0
1781,4.0,106.0
1782,3.5,35.0
1783,4.0,47.0
1784,4.0,115.0
1785,4.0,52.0
1786,5.0,242.0
1787,4.5,81.0
1788,4.0,88.0
1789,3.5,280.0
1790,3.5,32.0
1791,4.0,436.0
1792,4.0,187.0
1793,4.0,227.0
1794,3.5,30.0
1795,3.5,300.0
1796,3.5,55.0
1797,3.0,128.0
1798,3.0,51.0
1799,3.0,47.0
1800,4.0,235.0
1801,3.0,42.0
1802,4.5,27.0
1803,3.5,61.0
1804,4.0,261.0
1805,4.0,137.0
1806,4.0,83.0
1807,3.5,10.0
1808,3.5,29.0
1809,4.0,106.0
1810,2.5,37.0
1811,4.0,173.0
1812,4.0,24.0
1813,4.0,11.0
1814,3.5,28.0
1815,4.5,22.0
1816,4.5,159.0
1817,4.0,81.0
1818,3.5,85.0
1819,4.0,67.0
1820,3.0,103.0
1821,4.5,36.0
1822,4.0,103.0
1823,5.0,81.0
1824,4.0,216.0
1825,4.0,140.0
1826,4.5,251.0
1827,4.0,382.0
1828,4.0,101.0
1829,4.0,164.0
1830,4.0,627.0
1831,4.0,22.0
1832,4.0,154.0
1833,4.0,90.0
1834,3.5,13.0
1835,4.0,397.0
1836,4.0,17.0
1837,5.0,78.0
1838,4.0,105.0
1839,4.5,187.0
1840,4.5,45.0
1841,3.0,40.0
1842,3.5,200.0
1843,4.0,46.0
1844,4.5,187.0
1845,3.5,40.0
1846,3.5,168.0
1847,4.0,80.0
1848,4.0,68.0
1849,4.0,144.0
1850,2.0,52.0
1851,4.0,24.0
1852,4.5,34.0
1853,5.0,12.0
1854,4.0,818.0
1855,4.0,617.0
1856,3.5,62.0
1857,4.0,45.0
1858,3.0,10.0
1859,3.5,20.0
1860,4.5,560.0
1861,3.5,20.0
1862,4.5,25.0
1863,4.5,70.0
1864,4.0,64.0
1865,3.0,96.0
1866,4.0,55.0
1867,4.0,16.0
1868,4.0,243.0
1869,3.5,230.0
1870,4.0,1196.0
1871,3.5,670.0
1872,3.5,247.0
1873,3.5,130.0
1874,3.5,382.0
1875,4.0,435.0
1876,3.0,44.0
1877,4.0,163.0
1878,4.5,973.0
1879,4.0,236.0
1880,3.5,631.0
1881,3.5,130.0
1882,3.0,180.0
1883,4.0,102.0
1884,3.5,107.0
1885,4.0,293.0
1886,4.5,449.0
1887,4.5,223.0
1888,4.5,450.0
1889,3.5,32.0
1890,4.0,41.0
1891,3.5,39.0
1892,4.5,50.0
1893,3.0,15.0
1894,4.5,46.0
1895,4.0,51.0
1896,4.5,45.0
1897,3.0,92.0
1898,4.0,45.0
1899,4.5,19.0
1900,4.0,54.0
1901,3.5,30.0
1902,4.0,25.0
1903,3.5,22.0
1904,3.5,339.0
1905,4.0,17.0
1906,4.0,77.0
1907,4.5,31.0
1908,4.0,329.0
1909,4.0,15.0
1910,4.0,26.0
1911,3.5,156.0
1912,3.0,62.0
1913,3.5,88.0
1914,4.0,201.0
1915,4.0,215.0
1916,4.0,336.0
1917,3.5,50.0
1918,3.5,10.0
1919,4.0,60.0
1920,4.5,132.0
1921,3.5,52.0
1922,3.5,60.0
1923,4.0,33.0
1924,4.0,219.0
1925,3.5,393.0
1926,4.5,54.0
1927,4.0,36.0
1928,3.5,37.0
1929,4.5,100.0
1930,3.5,22.0
1931,4.5,287.0
1932,4.0,108.0
1933,3.5,246.0
1934,4.0,32.0
1935,4.0,142.0
1936,4.5,160.0
1937,4.0,54.0
1938,4.0,55.0
1939,4.0,43.0
1940,4.0,412.0
1941,4.0,333.0
1942,2.5,31.0
1943,4.5,160.0
1944,4.0,88.0
1945,4.5,262.0
1946,4.5,87.0
1947,5.0,17.0
1948,4.5,63.0
1949,4.0,72.0
1950,4.5,19.0
1951,4.5,50.0
1952,4.0,124.0
1953,4.0,47.0
1954,4.5,26.0
1955,4.0,55.0
1956,4.0,59.0
1957,4.0,26.0
1958,5.0,58.0
1959,5.0,48.0
1960,5.0,264.0
1961,5.0,200.0
1962,4.5,34.0
1963,4.5,34.0
1964,5.0,36.0
1965,4.0,178.0
1966,5.0,79.0
1967,4.0,434.0
1968,4.0,134.0
1969,4.5,183.0
1970,4.5,271.0
1971,4.5,160.0
1972,4.5,212.0
1973,4.0,187.0
1974,4.0,37.0
1975,4.5,386.0
1976,3.0,21.0
1977,4.5,45.0
1978,4.0,44.0
1979,4.0,172.0
1980,4.5,579.0
1981,4.5,76.0
1982,4.0,223.0
1983,2.5,24.0
1984,4.0,212.0
1985,4.0,142.0
1986,4.5,96.0
1987,3.0,78.0
1988,4.0,37.0
1989,3.5,78.0
1990,4.5,49.0
1991,4.5,52.0
1992,4.0,51.0
1993,4.5,40.0
1994,4.0,87.0
1995,4.5,78.0
1996,4.0,86.0
1997,5.0,58.0
1998,4.5,44.0
1999,4.0,244.0
